p_val	avg_logFC	pct.1	pct.2	p_val_adj	sample_id	cell_type	gene_symbol
MMY21940.CD8+T.SDCBP	1.62667666468326e-28	-0.268223134792756	0.018	0.147	5.45554819801472e-24	MMY21940	CD8+T	SDCBP
MMY21940.CD8+T.MAPRE2	1.70880952802016e-28	-0.33098973114356	0.004	0.112	5.73100539507402e-24	MMY21940	CD8+T	MAPRE2
MMY21940.CD8+T.MIF	1.87368188417281e-28	1.37434527684225	0.489	0.257	6.28395430313877e-24	MMY21940	CD8+T	MIF
MMY21940.CD8+T.DAPP1	2.12843472540933e-28	0.577955397403719	0.176	0.012	7.13834438207781e-24	MMY21940	CD8+T	DAPP1
MMY21940.CD8+T.CCSER2	2.22134192119807e-28	-0.660920061289914	0.05	0.214	7.44993653531407e-24	MMY21940	CD8+T	CCSER2
MMY21940.CD8+T.TMEM120B	2.45261334271824e-28	-0.409833063183741	0.056	0.223	8.22557462880845e-24	MMY21940	CD8+T	TMEM120B
MMY21940.CD8+T.ELF1	2.52016816147601e-28	-0.673417928498514	0.137	0.343	8.45213997995825e-24	MMY21940	CD8+T	ELF1
MMY21940.CD8+T.TMOD3	2.59296908447806e-28	-0.556127161926395	0.055	0.222	8.69629971552253e-24	MMY21940	CD8+T	TMOD3
MMY21940.CD8+T.EAF2	3.45813904849161e-28	0.56251947952482	0.18	0.015	1.15979067408312e-23	MMY21940	CD8+T	EAF2
MMY21940.CD8+T.SNRPE	3.79752355539069e-28	1.6112210929312	0.453	0.227	1.27361345000693e-23	MMY21940	CD8+T	SNRPE
MMY21940.CD8+T.CHST15	3.89695615937593e-28	0.516757114450766	0.163	0.007	1.3069611567315e-23	MMY21940	CD8+T	CHST15
MMY21940.CD8+T.GPR183	4.57113444799863e-28	-1.03601466407559	0.01	0.127	1.53306707116978e-23	MMY21940	CD8+T	GPR183
MMY21940.CD8+T.CRTAM	4.95597680422572e-28	-0.652689534253707	0.003	0.108	1.66213550060122e-23	MMY21940	CD8+T	CRTAM
MMY21940.CD8+T.C1orf21	5.82306378412211e-28	-0.478064176941582	0.018	0.145	1.95293913191887e-23	MMY21940	CD8+T	C1orf21
MMY21940.CD8+T.TMEM238	8.10997197627635e-28	1.47401348631112	0.315	0.104	2.71992240140356e-23	MMY21940	CD8+T	TMEM238
MMY21940.CD8+T.HLA-DQB1	8.43710863863253e-28	-0.266148250108517	0.017	0.143	2.82963749522458e-23	MMY21940	CD8+T	HLA-DQB1
MMY21940.CD8+T.PSME1	8.45542844421561e-28	-4.42062815202309	0.423	0.643	2.83578159162103e-23	MMY21940	CD8+T	PSME1
MMY21940.CD8+T.BTK	8.57188341405951e-28	0.311573581566433	0.153	0.003	2.87483825940728e-23	MMY21940	CD8+T	BTK
MMY21940.CD8+T.LARP1B	8.73313707610885e-28	0.504269657766685	0.218	0.036	2.92891951258539e-23	MMY21940	CD8+T	LARP1B
MMY21940.CD8+T.INPP4B	1.03823440370998e-27	-0.354687189454065	0.008	0.122	3.48203054316254e-23	MMY21940	CD8+T	INPP4B
MMY21940.CD8+T.IFI27L2	1.11075034875534e-27	-0.666637344124409	0.07	0.245	3.72523451965565e-23	MMY21940	CD8+T	IFI27L2
MMY21940.CD8+T.DYNLL1	1.12677646925436e-27	3.15603285773083	0.587	0.386	3.77898292258528e-23	MMY21940	CD8+T	DYNLL1
MMY21940.CD8+T.DNAJC3	1.32009640336584e-27	1.39585313506672	0.35	0.132	4.42733931760835e-23	MMY21940	CD8+T	DNAJC3
MMY21940.CD8+T.GSTK1	1.3866407087559e-27	-0.670958133704696	0.225	0.45	4.65051560902554e-23	MMY21940	CD8+T	GSTK1
MMY21940.CD8+T.PHPT1	1.65488384013441e-27	2.10931729505405	0.427	0.197	5.55014942304279e-23	MMY21940	CD8+T	PHPT1
MMY21940.CD8+T.TNRC6C	1.71241107425912e-27	-0.68340704174031	0.056	0.218	5.74308426085023e-23	MMY21940	CD8+T	TNRC6C
MMY21940.CD8+T.ABCB9	1.79373257232249e-27	0.47631987801201	0.16	0.007	6.01582030105516e-23	MMY21940	CD8+T	ABCB9
MMY21940.CD8+T.AC114760.2	1.91319844798111e-27	-0.656320941381376	0.093	0.281	6.41648495483905e-23	MMY21940	CD8+T	AC114760.2
MMY21940.CD8+T.ANKRD44	2.28557875450649e-27	-0.467691954901031	0.133	0.342	7.66537402686386e-23	MMY21940	CD8+T	ANKRD44
MMY21940.CD8+T.PITPNC1	2.31151696875161e-27	-0.269000740771619	0.022	0.153	7.75236560979916e-23	MMY21940	CD8+T	PITPNC1
MMY21940.CD8+T.PIK3CD-AS2	3.29225929761113e-27	0.550578805806102	0.164	0.009	1.10415792323282e-22	MMY21940	CD8+T	PIK3CD-AS2
MMY21940.CD8+T.UBE2D3	4.17270844007037e-27	5.33966493765958	0.645	0.478	1.3994429566308e-22	MMY21940	CD8+T	UBE2D3
MMY21940.CD8+T.EIF2AK3	4.20689524171498e-27	0.955855465628979	0.205	0.032	1.41090852616637e-22	MMY21940	CD8+T	EIF2AK3
MMY21940.CD8+T.CHURC1	4.56021020325072e-27	-0.586202823516552	0.111	0.301	1.52940329796623e-22	MMY21940	CD8+T	CHURC1
MMY21940.CD8+T.RPL14	4.75103125017101e-27	-1.87068607621395	0.918	0.984	1.59340086068235e-22	MMY21940	CD8+T	RPL14
MMY21940.CD8+T.RPN1	5.03727053869745e-27	1.17421563186746	0.352	0.138	1.68939979326835e-22	MMY21940	CD8+T	RPN1
MMY21940.CD8+T.FXYD5	7.29877231465077e-27	-1.12366835150006	0.266	0.495	2.44786225888758e-22	MMY21940	CD8+T	FXYD5
MMY21940.CD8+T.RCAN3	7.38858336402559e-27	-0.320124582863105	0.014	0.134	2.4779830886269e-22	MMY21940	CD8+T	RCAN3
MMY21940.CD8+T.AKR1A1	8.21028332245304e-27	0.534925800974172	0.272	0.076	2.7535648206843e-22	MMY21940	CD8+T	AKR1A1
MMY21940.CD8+T.STK38	8.82561787072079e-27	-0.402773863620989	0.027	0.161	2.95993572148234e-22	MMY21940	CD8+T	STK38
MMY21940.CD8+T.ST3GAL1	9.54075333877869e-27	-0.257086113904589	0.011	0.124	3.1997778547596e-22	MMY21940	CD8+T	ST3GAL1
MMY21940.CD8+T.UPP1	1.11890360506732e-26	-0.269357708161974	0.011	0.124	3.75257891067479e-22	MMY21940	CD8+T	UPP1
MMY21940.CD8+T.DEPTOR	1.22503757462419e-26	0.356638616105137	0.156	0.007	4.10853101777459e-22	MMY21940	CD8+T	DEPTOR
MMY21940.CD8+T.GAB1	1.34218358248872e-26	0.636259121440368	0.158	0.008	4.50141529895068e-22	MMY21940	CD8+T	GAB1
MMY21940.CD8+T.RNF166	1.43040463086059e-26	-0.398035620867776	0.065	0.231	4.79729105098025e-22	MMY21940	CD8+T	RNF166
MMY21940.CD8+T.MRPL34	1.43233342356413e-26	0.821913947812235	0.345	0.134	4.80375983594939e-22	MMY21940	CD8+T	MRPL34
MMY21940.CD8+T.IFNGR2	1.76464345937156e-26	0.36221644785135	0.153	0.005	5.91826123404034e-22	MMY21940	CD8+T	IFNGR2
MMY21940.CD8+T.PPA1	1.81760084484654e-26	1.26275869904692	0.378	0.162	6.09586971344634e-22	MMY21940	CD8+T	PPA1
MMY21940.CD8+T.SAT1	1.90492577720167e-26	5.17447321577148	0.154	0.366	6.38874007157896e-22	MMY21940	CD8+T	SAT1
MMY21940.CD8+T.SNHG25	2.04016779216503e-26	5.90697165002813	0.555	0.35	6.84231474136307e-22	MMY21940	CD8+T	SNHG25
MMY21940.CD8+T.PAG1	2.06383565180733e-26	-0.314367372366668	0.013	0.13	6.92169200903143e-22	MMY21940	CD8+T	PAG1
MMY21940.CD8+T.VEGFB	2.15807436593012e-26	0.718633866620885	0.289	0.088	7.23774980845643e-22	MMY21940	CD8+T	VEGFB
MMY21940.CD8+T.OAS1	2.44535451134706e-26	0.612074529709191	0.193	0.027	8.20122996015577e-22	MMY21940	CD8+T	OAS1
MMY21940.CD8+T.OSTC	3.10538865107352e-26	1.77278271670476	0.445	0.228	1.04148524579704e-21	MMY21940	CD8+T	OSTC
MMY21940.CD8+T.KLHL5	3.24345533973608e-26	0.466241477298061	0.178	0.019	1.08779005184069e-21	MMY21940	CD8+T	KLHL5
MMY21940.CD8+T.GLCCI1	3.36415898253669e-26	1.82000047636785	0.314	0.114	1.12827163956316e-21	MMY21940	CD8+T	GLCCI1
MMY21940.CD8+T.ARHGAP9	4.43016469225843e-26	-0.325172148193482	0.045	0.195	1.48578863448963e-21	MMY21940	CD8+T	ARHGAP9
MMY21940.CD8+T.HIPK2	4.57476828019481e-26	0.840031241509169	0.241	0.057	1.53428578581174e-21	MMY21940	CD8+T	HIPK2
MMY21940.CD8+T.MT-CYB	4.82707292234053e-26	214.522423764138	0.946	0.999	1.61890371669457e-21	MMY21940	CD8+T	MT-CYB
MMY21940.CD8+T.DPP7	5.86413348889326e-26	1.00362841084174	0.415	0.196	1.96671308950502e-21	MMY21940	CD8+T	DPP7
MMY21940.CD8+T.SLC3A2	6.25489562521129e-26	30.6842607249945	0.381	0.177	2.09776689478336e-21	MMY21940	CD8+T	SLC3A2
MMY21940.CD8+T.ARF6	8.03841520570113e-26	-0.742979523013573	0.376	0.601	2.69592369168804e-21	MMY21940	CD8+T	ARF6
MMY21940.CD8+T.TNIK	8.7204818459625e-26	-0.269427153750376	0.004	0.103	2.9246752014989e-21	MMY21940	CD8+T	TNIK
MMY21940.CD8+T.EDF1	9.71610825284319e-26	2.39154406416373	0.676	0.515	3.25858838583855e-21	MMY21940	CD8+T	EDF1
MMY21940.CD8+T.P2RX1	9.86352783808204e-26	0.296830174770558	0.146	0.004	3.30802996633595e-21	MMY21940	CD8+T	P2RX1
MMY21940.CD8+T.MYL6	1.03787871631021e-25	0.460470324719062	0.655	0.83	3.48083763876118e-21	MMY21940	CD8+T	MYL6
MMY21940.CD8+T.CHMP2A	1.12035529985946e-25	0.747032037382339	0.379	0.165	3.75744760466864e-21	MMY21940	CD8+T	CHMP2A
MMY21940.CD8+T.STT3A	1.1446063631231e-25	0.586152487499536	0.251	0.065	3.83878082064227e-21	MMY21940	CD8+T	STT3A
MMY21940.CD8+T.PTPN4	1.19330372728455e-25	-0.370373348131612	0.08	0.251	4.00210204056691e-21	MMY21940	CD8+T	PTPN4
MMY21940.CD8+T.SESN1	1.20972033648743e-25	1.73960239074293	0.222	0.047	4.05716006451154e-21	MMY21940	CD8+T	SESN1
MMY21940.CD8+T.ZNF580	1.26546110344116e-25	0.411994487781978	0.221	0.046	4.24410344872097e-21	MMY21940	CD8+T	ZNF580
MMY21940.CD8+T.TIFA	1.54046599789827e-25	0.64465257605535	0.193	0.028	5.16641486375123e-21	MMY21940	CD8+T	TIFA
MMY21940.CD8+T.DDX21	1.80025549074022e-25	3.64682445543623	0.48	0.281	6.03769686484456e-21	MMY21940	CD8+T	DDX21
MMY21940.CD8+T.CCDC50	1.82448227662563e-25	0.495025388218983	0.158	0.011	6.11894865934704e-21	MMY21940	CD8+T	CCDC50
MMY21940.CD8+T.RAB27A	2.02143892238484e-25	-0.333624385341177	0.054	0.208	6.77950185789427e-21	MMY21940	CD8+T	RAB27A
MMY21940.CD8+T.SLC4A7	2.27753238566446e-25	-0.306718345563978	0.043	0.188	7.63838811504146e-21	MMY21940	CD8+T	SLC4A7
MMY21940.CD8+T.YWHAB	2.28839615005649e-25	-0.827905242531334	0.355	0.585	7.67482300805945e-21	MMY21940	CD8+T	YWHAB
MMY21940.CD8+T.ATP6V0A1	2.37945002687054e-25	0.619070098353743	0.174	0.019	7.98019950011841e-21	MMY21940	CD8+T	ATP6V0A1
MMY21940.CD8+T.FGD3	2.4763365963482e-25	-0.269142536291993	0.017	0.134	8.3051376768326e-21	MMY21940	CD8+T	FGD3
MMY21940.CD8+T.ADA2	2.48151345654554e-25	0.888247921727423	0.312	0.112	8.32249983056245e-21	MMY21940	CD8+T	ADA2
MMY21940.CD8+T.SLC44A2	2.49446334463645e-25	-0.25169253121694	0.019	0.139	8.36593116524172e-21	MMY21940	CD8+T	SLC44A2
MMY21940.CD8+T.GCC2	2.7480649989532e-25	-1.15848205519556	0.156	0.361	9.21646039348924e-21	MMY21940	CD8+T	GCC2
MMY21940.CD8+T.SIL1	2.94493393916265e-25	0.384567867489148	0.191	0.028	9.87671944516369e-21	MMY21940	CD8+T	SIL1
MMY21940.CD8+T.RPS18	3.07119973840215e-25	78.5181666838565	0.991	0.997	1.03001896826531e-20	MMY21940	CD8+T	RPS18
MMY21940.CD8+T.IMPDH2	3.37815187414318e-25	0.502481846012855	0.244	0.062	1.13296457555014e-20	MMY21940	CD8+T	IMPDH2
MMY21940.CD8+T.ERGIC1	3.37890360437206e-25	0.768983618299847	0.278	0.088	1.1332166908343e-20	MMY21940	CD8+T	ERGIC1
MMY21940.CD8+T.RPS2	4.61819958634542e-25	12.8530888601707	0.951	0.995	1.54885177726853e-20	MMY21940	CD8+T	RPS2
MMY21940.CD8+T.HSPB1	6.72110065016523e-25	35.5575028370988	0.378	0.176	2.25412273605242e-20	MMY21940	CD8+T	HSPB1
MMY21940.CD8+T.GBP2	8.2307448735431e-25	-0.332204268427657	0.006	0.104	2.76042721568888e-20	MMY21940	CD8+T	GBP2
MMY21940.CD8+T.RASSF3	8.72512174534857e-25	-0.342579661188711	0.055	0.207	2.926231330955e-20	MMY21940	CD8+T	RASSF3
MMY21940.CD8+T.ZFAS1	9.11748682512651e-25	-0.854769951434857	0.218	0.424	3.05782273141093e-20	MMY21940	CD8+T	ZFAS1
MMY21940.CD8+T.SSR1	9.67071001304816e-25	2.14359733040743	0.436	0.23	3.24336272417609e-20	MMY21940	CD8+T	SSR1
MMY21940.CD8+T.ZNF275	1.13808146464192e-24	0.659322520935341	0.189	0.03	3.81689761611606e-20	MMY21940	CD8+T	ZNF275
MMY21940.CD8+T.CAPZB	1.14510734319572e-24	-0.581263678125524	0.173	0.373	3.84046100760979e-20	MMY21940	CD8+T	CAPZB
MMY21940.CD8+T.SLC22A31	1.16735248192156e-24	0.423917481648343	0.131	0	3.91506675386854e-20	MMY21940	CD8+T	SLC22A31
MMY21940.CD8+T.FOSB	1.26942772274195e-24	86.0932924906377	0.453	0.284	4.25740669653194e-20	MMY21940	CD8+T	FOSB
MMY21940.CD8+T.RAP2B	1.2854549066903e-24	0.616392786159163	0.101	0.278	4.31115866605793e-20	MMY21940	CD8+T	RAP2B
MMY21940.CD8+T.C11orf24	1.42013772269098e-24	0.388388112588349	0.189	0.03	4.76285789436101e-20	MMY21940	CD8+T	C11orf24
MMY21940.CD8+T.SELENOK	1.52276906849547e-24	10.4445133072599	0.617	0.435	5.10706290192009e-20	MMY21940	CD8+T	SELENOK
MMY21940.CD8+T.SORT1	1.62694527762762e-24	0.323151853160726	0.139	0.004	5.45644907210751e-20	MMY21940	CD8+T	SORT1
MMY21940.CD8+T.GLO1	1.64559766611945e-24	1.08823132338671	0.334	0.134	5.5190054526314e-20	MMY21940	CD8+T	GLO1
MMY21940.CD8+T.FAM3C	2.34478164913838e-24	0.663500240520986	0.25	0.068	7.8639286948803e-20	MMY21940	CD8+T	FAM3C
MMY21940.CD8+T.SELENOW	2.63432143397116e-24	-0.448999672848244	0.14	0.332	8.83498722525247e-20	MMY21940	CD8+T	SELENOW
MMY21940.CD8+T.NFATC2	2.65827569046443e-24	-0.334795561850468	0.044	0.184	8.91532501067961e-20	MMY21940	CD8+T	NFATC2
MMY21940.CD8+T.C16orf74	2.74296410059675e-24	0.518939082269238	0.153	0.011	9.19935300058137e-20	MMY21940	CD8+T	C16orf74
MMY21940.CD8+T.ITGA8	2.75903239705656e-24	0.340011932696284	0.135	0.003	9.25324285324829e-20	MMY21940	CD8+T	ITGA8
MMY21940.CD8+T.IGKV4-1	2.76397582847814e-24	2.13907089627597	0.135	0.003	9.26982213354999e-20	MMY21940	CD8+T	IGKV4-1
MMY21940.CD8+T.MLEC	2.76440595684373e-24	0.867286431790442	0.306	0.112	9.27126469806251e-20	MMY21940	CD8+T	MLEC
MMY21940.CD8+T.YBX1	3.29208589094878e-24	6.16112354700766	0.753	0.651	1.1040997661064e-19	MMY21940	CD8+T	YBX1
MMY21940.CD8+T.C3orf70	3.38070211239257e-24	0.428456753768659	0.137	0.004	1.13381987445422e-19	MMY21940	CD8+T	C3orf70
MMY21940.CD8+T.LRRN1	3.41033376460642e-24	0.442521142806038	0.137	0.004	1.1437577379737e-19	MMY21940	CD8+T	LRRN1
MMY21940.CD8+T.OSBPL10	3.41568653913849e-24	0.496639009987065	0.168	0.019	1.14555295149627e-19	MMY21940	CD8+T	OSBPL10
MMY21940.CD8+T.EBNA1BP2	3.51512111197658e-24	0.52366418500551	0.226	0.054	1.1789013185347e-19	MMY21940	CD8+T	EBNA1BP2
MMY21940.CD8+T.MCUB	3.970361399046e-24	-0.368105711436623	0.065	0.222	1.33157980601205e-19	MMY21940	CD8+T	MCUB
MMY21940.CD8+T.RAB37	4.0989135764772e-24	-0.287889824157499	0.013	0.119	1.37469363527892e-19	MMY21940	CD8+T	RAB37
MMY21940.CD8+T.CCDC57	4.29744610651271e-24	0.594538656929309	0.284	0.093	1.44127747520223e-19	MMY21940	CD8+T	CCDC57
MMY21940.CD8+T.BMP6	4.97761851785959e-24	0.275622471168817	0.137	0.004	1.66939369851975e-19	MMY21940	CD8+T	BMP6
MMY21940.CD8+T.DPM2	5.35620161156047e-24	0.631643561150434	0.279	0.092	1.79636289648515e-19	MMY21940	CD8+T	DPM2
MMY21940.CD8+T.VEGFA	6.7242923600822e-24	10.9042805736874	0.142	0.007	2.25519317172437e-19	MMY21940	CD8+T	VEGFA
MMY21940.CD8+T.TLN1	7.09275656779452e-24	15.6335751465693	0.172	0.369	2.37876869770693e-19	MMY21940	CD8+T	TLN1
MMY21940.CD8+T.PFDN6	7.28504840681871e-24	0.650011804000076	0.33	0.131	2.44325953467886e-19	MMY21940	CD8+T	PFDN6
MMY21940.CD8+T.VASP	7.48380930431157e-24	-0.4624467804702	0.068	0.224	2.50991996448001e-19	MMY21940	CD8+T	VASP
MMY21940.CD8+T.CYSLTR1	7.56221210043507e-24	0.412503869341675	0.153	0.012	2.53621469424391e-19	MMY21940	CD8+T	CYSLTR1
MMY21940.CD8+T.PKHD1L1	8.32161166660401e-24	0.298850274478782	0.142	0.007	2.79090212074565e-19	MMY21940	CD8+T	PKHD1L1
MMY21940.CD8+T.ARPC3	8.64088014888076e-24	-0.77157054212976	0.415	0.639	2.89797838433163e-19	MMY21940	CD8+T	ARPC3
MMY21940.CD8+T.WNK1	1.0807298168865e-23	-0.659023376826514	0.139	0.326	3.62455165987394e-19	MMY21940	CD8+T	WNK1
MMY21940.CD8+T.ATG12	1.10142180210106e-23	-0.357911909782477	0.088	0.255	3.69394843988654e-19	MMY21940	CD8+T	ATG12
MMY21940.CD8+T.MAP3K13	1.12311779159795e-23	0.474744680078548	0.224	0.054	3.7667124494612e-19	MMY21940	CD8+T	MAP3K13
MMY21940.CD8+T.TMEM19	1.23755357037513e-23	0.481708107627459	0.187	0.031	4.1505071643241e-19	MMY21940	CD8+T	TMEM19
MMY21940.CD8+T.ATP5PF	1.33551714220501e-23	1.97853984730367	0.595	0.422	4.47905739152718e-19	MMY21940	CD8+T	ATP5PF
MMY21940.CD8+T.GPRIN3	1.6002387741476e-23	-0.590189881546361	0.03	0.155	5.36688080073622e-19	MMY21940	CD8+T	GPRIN3
MMY21940.CD8+T.BCL2	2.26598314556977e-23	2.58529122093999	0.395	0.195	7.5996542736119e-19	MMY21940	CD8+T	BCL2
MMY21940.CD8+T.SSBP4	2.39815895553134e-23	-0.390622447064576	0.082	0.245	8.042945505061e-19	MMY21940	CD8+T	SSBP4
MMY21940.CD8+T.LGMN	2.60563471855064e-23	0.311965467143633	0.136	0.005	8.73877771907514e-19	MMY21940	CD8+T	LGMN
MMY21940.CD8+T.LIMD1	2.8307262688125e-23	0.747187150119263	0.184	0.031	9.49368976034335e-19	MMY21940	CD8+T	LIMD1
MMY21940.CD8+T.PDE7A	3.74714916419338e-23	-0.29297640386181	0.027	0.147	1.25671888668717e-18	MMY21940	CD8+T	PDE7A
MMY21940.CD8+T.CDC42EP3	4.20024128347509e-23	-0.291044730097946	0.055	0.201	1.40867692165188e-18	MMY21940	CD8+T	CDC42EP3
MMY21940.CD8+T.ECI1	5.13511376859595e-23	0.501460849079792	0.232	0.062	1.72221445571171e-18	MMY21940	CD8+T	ECI1
MMY21940.CD8+T.PTMS	5.15892590347071e-23	-0.255394745502367	0.008	0.104	1.73020056950601e-18	MMY21940	CD8+T	PTMS
MMY21940.CD8+T.PIP5K1B	6.05899184122031e-23	0.32542660698764	0.146	0.011	2.03206468370847e-18	MMY21940	CD8+T	PIP5K1B
MMY21940.CD8+T.DOCK11	6.09084172120896e-23	-0.272769632778456	0.038	0.168	2.04274649645906e-18	MMY21940	CD8+T	DOCK11
MMY21940.CD8+T.AC007952.4	7.76413922693332e-23	5.22720637278201	0.277	0.1	2.6039370139289e-18	MMY21940	CD8+T	AC007952.4
MMY21940.CD8+T.NTHL1	8.00701106641198e-23	0.416556251928511	0.173	0.026	2.68539137145325e-18	MMY21940	CD8+T	NTHL1
MMY21940.CD8+T.SERTAD1	8.27382122104832e-23	-0.368550470765742	0.048	0.185	2.77487416111519e-18	MMY21940	CD8+T	SERTAD1
MMY21940.CD8+T.TYROBP	1.15229984861955e-22	-3.52205446509312	0.012	0.111	3.86458323230024e-18	MMY21940	CD8+T	TYROBP
MMY21940.CD8+T.ATP6V0B	1.27719109346969e-22	1.43456513112067	0.422	0.224	4.28344348927864e-18	MMY21940	CD8+T	ATP6V0B
MMY21940.CD8+T.LRRK1	1.43473448649792e-22	0.4837436478768	0.127	0.003	4.81181252081671e-18	MMY21940	CD8+T	LRRK1
MMY21940.CD8+T.ARPC5	1.64868169842139e-22	-0.806597994434048	0.237	0.438	5.52934868016566e-18	MMY21940	CD8+T	ARPC5
MMY21940.CD8+T.PSMB5	1.7377573423139e-22	0.398972861545327	0.18	0.031	5.82809057465237e-18	MMY21940	CD8+T	PSMB5
MMY21940.CD8+T.IFNG-AS1	1.85027334815463e-22	0.314193788630066	0.164	0.022	6.20544675504099e-18	MMY21940	CD8+T	IFNG-AS1
MMY21940.CD8+T.CBLB	1.87046365346883e-22	-0.522298656684587	0.071	0.224	6.27316100100375e-18	MMY21940	CD8+T	CBLB
MMY21940.CD8+T.BCAP31	2.0499627439295e-22	1.48593999587883	0.477	0.277	6.87516505059077e-18	MMY21940	CD8+T	BCAP31
MMY21940.CD8+T.TCF7	2.16642818503275e-22	-0.387332764196057	0.073	0.227	7.26576684696282e-18	MMY21940	CD8+T	TCF7
MMY21940.CD8+T.UTRN	2.28569993664051e-22	-0.44872617557592	0.16	0.35	7.66578044750496e-18	MMY21940	CD8+T	UTRN
MMY21940.CD8+T.TENT5C	2.50957099711454e-22	3.0934156852283	0.475	0.299	8.41659921012274e-18	MMY21940	CD8+T	TENT5C
MMY21940.CD8+T.MRPL12	2.52969710161585e-22	0.590628868081787	0.233	0.065	8.48409813939925e-18	MMY21940	CD8+T	MRPL12
MMY21940.CD8+T.TMA16	2.58498824122892e-22	0.810981744105958	0.252	0.078	8.66953356343355e-18	MMY21940	CD8+T	TMA16
MMY21940.CD8+T.YBX3	2.94830377434184e-22	13.4407707930057	0.356	0.155	9.88802119838767e-18	MMY21940	CD8+T	YBX3
MMY21940.CD8+T.INPP5D	3.26176524471116e-22	-0.403546128247912	0.054	0.195	1.09393082777123e-17	MMY21940	CD8+T	INPP5D
MMY21940.CD8+T.SAMD9	3.32984255930831e-22	-0.340403050263457	0.054	0.195	1.11676259754082e-17	MMY21940	CD8+T	SAMD9
MMY21940.CD8+T.DHRS7	3.57857589918497e-22	-0.534316279344359	0.12	0.293	1.20018278506866e-17	MMY21940	CD8+T	DHRS7
MMY21940.CD8+T.C1orf162	3.68584374602974e-22	-0.510401784434617	0.018	0.123	1.23615827554346e-17	MMY21940	CD8+T	C1orf162
MMY21940.CD8+T.DMAC1	3.89448734947315e-22	1.09728504057414	0.282	0.101	1.3061331672663e-17	MMY21940	CD8+T	DMAC1
MMY21940.CD8+T.FGD4	4.73181726067993e-22	0.442786029120488	0.123	0.003	1.58695687288684e-17	MMY21940	CD8+T	FGD4
MMY21940.CD8+T.MRPS34	6.00042675720505e-22	0.712838050057074	0.36	0.168	2.01242312583143e-17	MMY21940	CD8+T	MRPS34
MMY21940.CD8+T.H3F3B	7.09118226157318e-22	38.1860003122325	0.726	0.932	2.37824070688641e-17	MMY21940	CD8+T	H3F3B
MMY21940.CD8+T.AC007388.1	9.20027904678808e-22	0.305786777100726	0.142	0.012	3.08558958671178e-17	MMY21940	CD8+T	AC007388.1
MMY21940.CD8+T.TSPAN14	9.56651551992963e-22	-0.254628642500773	0.028	0.143	3.208417975074e-17	MMY21940	CD8+T	TSPAN14
MMY21940.CD8+T.ATF5	9.89891921727545e-22	4.42011818378416	0.17	0.028	3.31989952708984e-17	MMY21940	CD8+T	ATF5
MMY21940.CD8+T.FNBP1	1.07332300902334e-21	-0.602155756631451	0.232	0.43	3.59971070766247e-17	MMY21940	CD8+T	FNBP1
MMY21940.CD8+T.IL2RG	1.13073704698363e-21	-0.534887450000501	0.303	0.512	3.7922659081737e-17	MMY21940	CD8+T	IL2RG
MMY21940.CD8+T.BICD1	1.2749979951091e-21	0.56072422327786	0.174	0.03	4.2760882759969e-17	MMY21940	CD8+T	BICD1
MMY21940.CD8+T.MRPL40	1.3431810022931e-21	0.511393797262565	0.267	0.092	4.50476044549061e-17	MMY21940	CD8+T	MRPL40
MMY21940.CD8+T.PARVB	1.36270625827903e-21	0.436006672702274	0.169	0.027	4.57024424901621e-17	MMY21940	CD8+T	PARVB
MMY21940.CD8+T.FUNDC2	1.44941228266029e-21	0.457502481206862	0.281	0.1	4.86103891358608e-17	MMY21940	CD8+T	FUNDC2
MMY21940.CD8+T.EIF3J	1.50133980954155e-21	2.14402215077797	0.41	0.214	5.03519345324046e-17	MMY21940	CD8+T	EIF3J
MMY21940.CD8+T.NCOA3	1.50931687381057e-21	1.39332757406646	0.304	0.124	5.06194693138588e-17	MMY21940	CD8+T	NCOA3
MMY21940.CD8+T.MRPL24	1.59825826298586e-21	0.389093061520535	0.23	0.064	5.36023856240199e-17	MMY21940	CD8+T	MRPL24
MMY21940.CD8+T.MFSD10	1.69137385812453e-21	-0.409204194296763	0.048	0.18	5.67252964537804e-17	MMY21940	CD8+T	MFSD10
MMY21940.CD8+T.PYCR1	1.70992128138948e-21	0.316061909336714	0.114	0	5.73473399352403e-17	MMY21940	CD8+T	PYCR1
MMY21940.CD8+T.TMEM205	1.72497696197287e-21	0.477309312035872	0.231	0.066	5.7852277350646e-17	MMY21940	CD8+T	TMEM205
MMY21940.CD8+T.EBLN3P	1.83144451517923e-21	0.955536108812386	0.308	0.126	6.14229861500812e-17	MMY21940	CD8+T	EBLN3P
MMY21940.CD8+T.TACC1	1.87381172518833e-21	-0.393117091015278	0.046	0.177	6.28438976393662e-17	MMY21940	CD8+T	TACC1
MMY21940.CD8+T.LINC01781	1.96029086712961e-21	8.91176446356932	0.12	0.003	6.5744235101793e-17	MMY21940	CD8+T	LINC01781
MMY21940.CD8+T.HOTAIRM1	2.00752319065381e-21	-0.287859328873968	0.012	0.107	6.73283127681475e-17	MMY21940	CD8+T	HOTAIRM1
MMY21940.CD8+T.SAR1B	2.03508186418862e-21	0.612037931261219	0.294	0.112	6.82525755611581e-17	MMY21940	CD8+T	SAR1B
MMY21940.CD8+T.TNFRSF13C	2.26221110178119e-21	0.434492146471839	0.145	0.015	7.58700359315376e-17	MMY21940	CD8+T	TNFRSF13C
